variance,mean,class
356.1576952,7.1273565,0
5935.650093,9.904911,0
4785.319825,8.496453,0
439.1713897,4.7173986,0
1174.192156,7.8356814,0
34.46684384,0.6078814,0
346.0426975,3.2007196,0
0.371115955,0.36711377,0
5381.572863,5.6733465,0
60.60887417,0.95937765,0
762.8588868,6.1005325,0
0.977737708,0.30170524,0
1.119078488,0.67905986,0
6.452857275,0.2509177,0
762.9387733,2.072236,0
100.4314422,0.7704623,0
333.8561098,2.140064,0
106.5968289,1.06062,0
29620.533,11.713423,0
14809.84575,14.386892,0
2.355091766,0.24299006,0
29.62570801,1.5749501,0
13201.82432,4.833787,0
206.640578,1.3297403,0
17.50210131,0.55258864,0
0.883477328,0.07855361,0
0.121497394,0.04234914,0
175.5630603,0.92392075,0
0.089963833,0.0759491,0
17413.91808,21.070005,0
0.004748463,0.014780561,0
0.001188841,0.005086788,0
1027.151436,3.5404172,0
464.4164037,3.9354389,0
1757.870534,2.3939047,0
3786.437891,6.8290796,0
890.2035422,7.947713,0
31.74587848,1.333523,0
5.035503547,0.57716477,0
1481.536312,9.962138,0
86.93284643,0.5910811,0
0.029886371,0.013317502,0
0.905171173,0.22076452,0
0.840898665,0.11698417,0
27.91128712,0.41673714,0
235.7378524,4.7929378,0
319.413995,4.7573743,0
118446.9918,74.742676,0
55482.91876,33.36411,0
0.011339641,0.00743816,0
0.017422665,0.006781729,0
0.002159299,0.002734471,0
608.0948153,2.4964283,0
2.867488223,0.32259423,0
0.196241197,0.13250287,0
0.848293635,0.93700755,0
20.69966421,0.35601634,0
30.94982941,0.963811,0
0.019999588,0.005210755,0
0.08131626,0.01516085,0
65788.34559,49.375717,0
0.002381247,0.006532329,0
0.066685642,0.12476414,0
0.283195659,0.25713557,0
13.85636012,2.232271,0
0.129583177,0.068718895,0
0.010940644,0.018156366,0
0.07704035,0.03369251,0
2.342015238,0.15303177,0
3.719225296,0.16000499,0
891.6168109,4.934555,0
2.20683534,0.14999773,0
138.3878523,1.5206985,0
396.2390023,5.355575,0
0.570607536,0.1300115,0
2.554341807,0.24035096,0
74.01339992,3.551173,0
5.152706116,1.5245614,0
67.0449678,0.7848121,0
1.356022149,0.15766877,0
2.620329998,0.42009595,0
254.7719937,1.3204128,0
4157.266934,11.094314,0
54784.77687,27.126331,0
2014.197295,3.4977496,0
23027.28468,6.3328876,0
15.44345225,0.32469893,0
242.5884339,1.9355514,0
4767.849751,11.246247,0
162.2064586,1.3137645,0
51.57382707,1.4863278,0
243.0365296,1.7440244,0
7795.416369,17.77765,0
0.007263103,0.014437394,0
63.51762817,0.67795604,0
298.8227992,2.3807836,0
5705.313378,16.435444,0
24.40995533,0.83217204,0
445.7162967,2.7682512,0
14200.53007,8.145099,0
172.945826,3.9299138,0
895.974287,1.7130473,0
117.7532932,1.8163782,0
90979.70421,27.566153,0
31016.345,36.842808,0
28374.34108,35.567665,0
181971.5668,45.87387,0
53945.31015,35.130836,0
19298.99505,20.62346,0
53402.62718,48.07508,0
0.251408407,0.03225141,0
6830.186195,4.048457,0
3.258635967,0.15653703,0
65.37310714,1.8694612,0
3.565468031,0.40600055,0
14445.84558,13.294937,0
939.0556647,2.049103,0
222.2659038,1.5414762,0
165.0027074,1.71709,0
15.34356651,0.16526407,0
7.432621524,1.3844354,0
283.552857,1.6502622,0
3.915025438,0.50907004,0
59.33578679,0.5500034,0
0.945500897,0.10179154,0
47215.36477,9.025943,0
2457.75007,4.440868,0
0.244384879,0.20404921,0
73.02630529,0.71534723,0
0.011717944,0.009500437,0
0.01770506,0.019774143,0
0.00021564,0.001997421,0
6.94729976,0.2956734,0
0.009908872,0.007797565,0
1.31116888,0.133829,0
10174.00886,14.172137,0
16760.79132,15.280353,0
332033.8146,42.535812,0
14458.24223,16.966684,0
68718.21662,20.373035,0
1965.256124,3.343113,0
1144.031429,4.2653694,0
379.5434463,1.4332833,0
0.837152257,0.12392988,0
1.554380903,0.271077,0
0.31134229,0.07880102,0
15.50088065,0.87268823,0
93.70710006,2.6061895,0
100.7648358,2.6695008,0
0.179234842,0.10371927,0
708.8308744,2.8677506,0
1514.389421,11.859704,0
1023.125243,5.89806,0
41.39563285,1.0908877,0
31019.08569,6.7615514,0
0.50604702,0.3006306,0
1.135711156,0.4335831,0
0.038883891,0.069772474,0
426.5788538,3.8787296,0
3473.348226,9.363154,0
213.8554478,2.6655588,0
259.6652881,2.7223587,0
21.7293891,0.85542524,0
68.72975294,0.46981934,0
19926.19122,7.37994,0
1109.16244,3.57967,0
1354.713062,4.6986604,0
1209.248929,2.728947,0
701.7284179,2.6081169,0
739.6101789,2.0540838,0
7006.562839,9.712472,0
10.44135321,1.5444939,0
83.16271214,1.210643,0
48.77266766,1.1705215,0
610.8345657,1.8497531,0
8289.967442,10.51842,0
204.7733198,1.4546733,0
37.39972431,0.9226821,0
365.5104954,1.6739336,0
5700.831869,3.3941975,0
10.64042367,0.3626983,0
333.910914,1.3510629,0
1206.711572,2.3850088,0
19.85312925,0.28437054,0
238.0435121,1.1413556,0
4.787008382,0.16377965,0
8.239202992,0.4789872,0
23.19698637,0.71434695,0
338.3522883,1.4192619,0
7.528703659,0.82573235,0
112.8547489,2.5150511,0
34.23742978,0.3548205,0
26.78200282,1.2170113,0
171.8669618,1.8215133,0
0.047477033,0.020885648,0
0.044962584,0.020219248,0
0.01267838,0.00412936,0
2236.630513,9.486777,0
25.41446843,0.21441792,0
30085.00147,42.473515,0
15394.30409,21.575888,0
5591.665906,10.809058,0
2217.227821,5.9127355,0
2.603996184,0.29795876,0
34679.41234,23.28595,0
1599.408938,6.010214,0
47.87832596,0.85960346,0
799.0465453,1.7091682,0
0.11766915,0.08258286,0
1.647719187,0.2185071,0
0.142060273,0.06406757,0
0.889880315,0.19883764,0
773.1710496,11.317958,0
13.51313338,0.57133967,0
151.5236799,1.5039563,0
11.70294594,0.59037143,0
89.06081212,1.5190669,0
15.74955488,0.5179714,0
25.36267165,0.8456981,0
2.37829024,0.23054165,0
18.10586681,0.72198683,0
7451.735709,15.857952,0
26.34221858,1.5866382,0
1112.088521,4.7670226,0
4090.361898,11.558205,0
2033.318591,7.418788,0
1111.340072,6.023039,0
1687.263442,7.72319,0
5.965008332,0.580106,0
3.125801846,0.23402187,0
1.379619462,0.1545531,0
3788.117127,9.080695,0
184.6559366,1.6678882,0
215.3596192,1.6648781,0
1215.835112,4.55647,0
3061.865796,6.497227,0
1165.636211,9.13223,0
3514.644482,6.193405,0
1101.92441,6.5061193,0
426.8317707,3.1457248,0
106.1663948,2.4216375,0
2363.499898,6.6448812,0
38.8821085,1.4213581,0
100.9363259,2.419043,0
29.41292398,0.9422131,0
29.49428444,0.87849754,0
1.258215586,0.14222372,0
366.8655824,1.5025266,0
484.217785,2.6404824,0
16429.69197,18.924528,0
48.47519402,1.6762424,0
806.4848978,7.1584973,0
18.54375735,0.64460474,0
11.5216798,0.4723315,0
1474.20584,5.470617,0
1387.904318,5.105409,0
29.05041948,0.2633449,0
294.2291579,3.9702287,0
0.03365054,0.022143163,0
0.240827243,0.026223643,0
3973.82837,4.4195375,0
0.56164801,0.14547855,0
22.07883425,1.4335871,0
0.630662796,0.028095596,0
0.051900879,0.009677506,0
2040.370933,2.307518,0
3861.960809,5.0749125,0
45475.63661,31.58429,0
21624.62018,17.737814,0
57574.51517,27.142618,0
12702.74245,11.7764225,0
27484.77943,34.008568,0
48.92238328,0.7025916,0
5668.012752,9.703807,0
5.589052213,0.30557433,0
0.005504053,0.005521866,0
0.001393461,0.010703167,0
5.340553404,0.10233675,0
22191.19782,13.580481,0
0.874677426,0.5624886,0
4.547555702,0.96013075,0
1.543913299,0.26542974,0
32.76828332,1.1487824,0
8310.692713,4.0456595,0
22.12349668,0.9459048,0
51.98477863,1.9671867,0
82.65455376,2.3803542,0
35.58415026,1.4256514,0
2160.466855,3.758505,0
0.570906191,0.18187837,0
135.3552068,1.9165065,0
167.9026324,2.9105377,0
2437.474543,8.778799,0
1702.461757,4.3199577,0
19.93982392,1.0610814,0
20.04414566,0.9116312,0
732.8472999,3.9456396,0
396.0009554,2.225194,0
0.02217758,0.03555004,0
1.974668048,0.13668011,0
64.23617652,0.5578202,0
0.006684898,0.015879588,0
2328.667806,2.9019089,0
7.000114355,0.10973462,0
2.009357988,0.11672385,0
0.243588235,0.16017497,0
84.54358149,0.86796343,0
11.72531993,0.29397732,0
0.949446965,0.2435203,0
561.1430331,1.822088,0
3345.667614,7.5616474,0
245.792754,1.6358678,0
6073.527802,6.091723,0
9097.8909,9.2541275,0
9366.941918,13.096963,0
9.414932227,0.22570464,0
223.1400742,1.2223577,0
186.0343399,1.685103,0
218.1487456,2.049283,0
0.498013711,0.18663535,0
0.015764631,0.009607964,0
1432.310981,6.7081532,0
0.274503184,0.052764367,0
2.654092417,0.14821635,0
0.428526173,0.06827133,0
1.367450605,0.17809439,0
1.104230802,0.17456174,0
4.28670924,0.2899199,0
16.82268835,0.70934916,0
17.85096697,0.44701827,0
0.50196339,0.08143357,0
3.557868215,0.19677287,0
7.84623081,0.31962773,0
644.5051314,1.0641359,0
0.898535798,0.12774405,0
7.564304248,0.25618586,0
9.061965907,0.29835728,0
410.2151564,1.4388604,0
11.20632585,0.5781878,0
8.450981702,0.28764015,0
0.881838185,0.124628045,0
62.84615068,0.68995947,0
0.092697551,0.06669391,0
0.878362065,0.15724126,0
24.81928673,0.85528874,0
13.3757405,0.66049236,0
22.18287654,0.8538056,0
28.42630122,1.1367003,0
183.9892039,2.5740793,0
1045.198345,4.6537356,0
19792.36204,22.221947,0
152.4911045,1.748362,0
30321.19212,36.673233,0
573.8545904,4.18489,0
155.429139,0.91855747,0
4.566244595,0.53446245,0
1.371552084,0.3608471,0
177.1098245,1.7684213,0
219.9401275,1.600621,0
6135.5245,8.975822,0
276.1760954,2.8763316,0
16372.36642,16.135353,0
654.4564313,8.122183,0
2426.538509,15.453695,0
80.38358289,1.7554615,0
329.8654012,4.6760015,0
95.37821867,1.4527539,0
506.9353522,1.4508966,0
7700.306142,7.823367,0
656.1617266,2.058525,0
3.694616652,0.12431356,0
709.2293351,5.687502,0
318.0436854,1.8453289,0
0.562466611,0.08709522,0
0.020964434,0.06358415,0
2.709257474,0.32306856,0
4946.774248,8.063383,0
2587.688829,13.791253,0
3.078071703,0.11512554,0
2567.704582,5.3960185,0
1314.1159,3.623352,0
221.8069721,0.9555607,0
26407.05965,7.5204387,0
10310.563,6.8697243,0
19.11078689,0.7408659,0
45.858207,3.0429885,0
1648.990559,3.613344,0
137.4510768,3.2156157,0
11008.21454,20.135952,0
1.673523941,0.381951,0
1.095403494,0.27714244,0
33.8252488,0.9601921,0
1.122647903,0.27632764,0
37.29320116,2.206205,0
270.3701191,0.5740442,0
0.854338321,0.10108844,0
129.8553962,1.5788883,0
9.068665933,1.7957877,0
0.083713323,0.035088312,0
33.74261247,0.40747947,0
3532.557739,6.7923036,0
60.68827112,2.3595338,0
2177.412942,8.037273,0
16441.31898,22.002558,0
106.5668621,1.703859,0
935.0923171,4.8424516,0
2282.461823,2.8318193,0
410.6954319,1.5750369,0
2147.695777,2.912883,0
0.004290065,0.006036878,0
4880.550342,11.576839,0
29.50338615,0.56406677,0
33.00394311,0.40417802,0
0.142740608,0.05774845,0
0.31912628,0.057461254,0
61.92676961,0.38917994,0
7.442890647,0.17586677,0
7255.639195,4.496452,0
0.009632477,0.015458415,0
15.08597081,1.7555579,0
4.130626168,0.12587927,0
52.79840261,0.72787917,0
13496.88222,16.092083,0
199935.4184,42.36307,0
256.6844611,1.1717205,0
0.381182431,0.05337243,0
0.216500389,0.20196928,0
155923.9628,28.127678,0
81.8170335,0.554247,0
5.416875394,0.53177994,0
4228.719527,7.188804,0
8.888856308,0.9453421,0
13.64551565,0.64615047,0
283.0806888,1.5737741,0
0.433103818,0.111943655,0
2.003452863,0.11953586,0
0.058427229,0.031780697,0
2.194831985,0.29227808,0
6.750473936,0.09390294,0
0.513661832,0.5450789,0
30.66193773,1.131977,0
0.043151902,0.30965817,0
1006.124525,2.1302595,0
0.411285304,0.020021876,0
9721.575474,11.5058975,0
1.620850914,0.35279122,0
0.444850457,0.20255591,0
908.3857753,2.4984596,0
30.14434355,0.52303594,0
10148.74109,13.216588,0
3642.546639,3.1667566,0
26873.706,7.3209305,0
8245.27501,4.5512395,0
0.098463315,0.01362887,0
5.193827747,0.0728493,0
1.476104053,0.04302309,0
0.016785697,0.010953918,0
1426.380818,6.07759,0
0.014662243,0.009153629,0
0.032286698,0.01604488,0
10.89015337,0.10878772,0
1.059244932,0.11431951,0
336.0161363,1.105622,0
33.55889022,3.0027814,0
5.545870448,0.95341694,0
8355.909536,10.504336,0
348.4385507,2.7342954,0
9874.793901,17.600958,0
0.001989379,0.002809311,0
3.548809341,0.43199784,0
6132.490159,6.992378,0
2990.125336,6.2706757,0
943.1078875,2.550926,0
327.2233209,3.2743778,0
1752.211147,9.615757,0
8244.619079,15.423163,0
37.24750193,1.2728151,0
0.79549632,0.19558729,0
0.826171192,0.21279798,0
382.6769567,3.540128,0
205.9475773,6.432469,0
3.596478283,0.31008205,0
0.036362148,0.041953083,0
40364.5059,15.632925,0
2866.814806,2.642689,0
0.342304525,0.03993889,0
2103.642556,4.456999,0
266.1203748,2.2172482,0
212.0649295,2.2364829,0
81.40960058,1.1978108,0
947.1906926,4.1726866,0
102.9330563,1.4515446,0
906.4997944,2.6142042,0
3.664520876,1.3248833,0
8628.785563,8.373613,0
124.104605,1.3857732,0
3184.462411,9.604066,0
12104.56577,18.887205,0
392664.8559,86.21764,0
11669.55073,13.095504,0
168189.1139,42.407112,0
86537.50023,23.021946,0
0.026181792,0.03529796,0
0.116078399,0.06070165,0
8.061127514,0.9373658,0
27.01799798,0.40253568,0
86.50519062,1.3064747,0
257.8839031,1.9514709,0
1.690026331,0.1675467,0
293.6997074,1.6902812,0
15.44272121,0.89558744,0
92.30045791,0.8701097,0
522.6489288,1.7696011,0
6.948173569,0.22229926,0
467.300271,1.2015694,0
132.1083727,0.5849512,0
6414.304299,4.913764,0
2.82830367,0.06792114,0
1236.071556,1.4622189,0
0.34290565,0.19314002,0
0.489567344,0.2592208,0
1954.780557,6.504014,0
7411.63286,6.757332,0
3277.263137,12.8947525,0
645.9895558,7.581005,0
107.6859142,1.9203337,0
689.5938426,3.619287,0
150.882107,1.6884041,0
77.59759286,2.310349,0
323.6270076,1.4919331,0
25.11173472,1.1346414,0
40.65968617,0.4251132,0
34.93518832,0.3769268,0
8345.021497,7.808003,0
770.1824259,2.728979,0
7.220832622,0.40450555,0
0.215256619,0.05331122,0
23.7747797,0.53783697,0
2344.436317,6.4057765,0
12.86438086,0.6438257,0
68.90299793,1.2456616,0
3881.529787,4.994402,0
21.17376962,0.5510742,0
1.196047651,0.19997545,0
22.87565728,0.7270962,0
1.634184398,0.17283005,0
102.9087102,0.90037185,0
34.37859245,0.5382398,0
2.379805482,0.1450641,0
0.005900981,0.014426215,0
3.312616851,0.34636423,0
16.62521179,0.6537212,0
33.01812106,2.3298147,0
15.38528552,0.98166555,0
66.7533491,1.52181,0
28.70678543,0.87780267,0
0.791892472,0.11661946,0
0.367166518,0.07946112,0
86.83219121,1.7609521,0
2001.632977,9.451982,0
1933.423368,5.9571795,0
4631.448348,10.800077,0
239.2760643,1.9253559,0
0.612514273,0.07107516,0
2829.88025,10.108392,0
11493.17771,12.519402,0
13.53140996,0.32974145,0
12947.31571,6.984978,0
734.1215567,5.847952,0
63.40498846,0.67512506,0
29.21288424,0.40475252,0
5111.759888,19.66883,0
552.0982558,2.4630246,0
17.20412494,0.47884136,0
1448.857821,9.3762665,0
200.3535497,5.2925653,0
263.6445776,1.1002715,0
517.717589,1.5904099,0
5.936822397,1.5575205,0
1.512842724,0.4417062,0
51.38214927,2.3850095,0
9587.249315,34.04764,0
19444.98573,23.316956,0
8.772707096,0.8850668,0
202.5409802,6.080636,0
647.2935164,3.618242,0
2898.263974,3.4715745,0
4101.223674,2.3901327,0
610.2029414,2.2390683,0
138.8107474,0.76132935,0
396.5264033,2.4043481,0
1785.358774,3.0465431,0
18.37920662,1.1988164,0
109.1883507,2.09248,0
278.4975101,1.735314,0
178.8797214,0.9742198,0
94.5834283,1.3468845,0
188.77006,1.2578577,0
2.405695442,0.8705445,0
9165.883289,9.699008,0
0.967434462,0.2473948,0
4076.825893,7.1517277,0
252.8247263,4.836152,0
55.35271274,1.8555008,0
21.73119036,3.4101524,0
43.75320687,0.37757513,0
1.493328931,0.14719403,0
31.30436113,0.82795095,0
394.4201229,6.0289855,0
1263.905945,1.5575205,0
460.0610968,1.7556341,0
40.72303872,0.7058946,0
325.7547827,7.7174587,0
0.003580391,0.005790128,0
205.6690883,1.0592797,0
574.873369,1.7263004,0
59911.8013,19.178492,0
7021.908517,11.705533,0
8.141918885,0.28408417,0
156.9312418,0.80518407,0
269.5931586,1.812965,0
146264.3542,49.350613,0
17990.50635,7.803843,0
5.339630403,0.5022478,0
22.42849743,0.20561635,0
21.56062157,0.5331917,0
3.855362797,0.80789536,0
0.00188903,0.007742575,0
0.800037391,0.4279979,0
10.27134327,0.2764088,0
376.6799272,2.5183876,0
192.661026,1.8436161,0
46.11525769,0.9131455,0
0.278953808,0.093155175,0
0.234869934,0.10433079,0
74.38441047,0.39354825,0
0.006152819,0.012387764,0
160.6120195,1.705716,0
197.645253,1.000131,0
126.1770661,0.8997464,0
63.29157482,1.0580639,0
28.34911907,0.38565853,0
12.48649767,1.4312747,0
1249.63692,4.2683954,0
3894.992114,6.5463486,0
6615.110456,19.18252,0
56644.99844,36.387493,0
0.153211356,0.054107413,0
211.8084684,0.78661454,0
0.159269544,0.0797096,0
1.516917072,0.18709229,0
0.145587861,0.015990425,0
0.132369515,0.013141215,0
149.6017808,1.6508468,0
3539.689771,7.8668356,0
919.9671688,3.234803,0
125.9712602,1.3256952,0
11.30321823,2.0757725,0
1.012565457,0.33247757,0
9.305774324,2.1453664,0
4.192230446,1.3898742,0
12.68822187,2.4523404,0
0.227367352,0.24988979,0
0.948913864,0.6149,0
8.536694436,0.41336206,0
10.09273727,0.4920678,0
56.42012863,0.4064605,0
4037.071694,3.417154,0
1938.769049,1.9008027,0
185.5744441,1.050446,0
0.005917569,0.03001725,0
7.880636787,0.3403726,0
1480.079305,5.55648,0
3.487835998,0.35634896,0
1.2025133,0.22809508,0
2.246832644,0.20419624,0
284.712637,1.5627404,0
0.000990368,0.001595561,0
5.34189946,1.2326955,0
8.38655775,0.49086457,0
4.581614176,0.51161814,0
1.830849159,0.04305272,0
0.192705938,0.048813,0
930.9055978,2.7050433,0
5.782261067,0.3626438,0
0.366432325,0.07117505,0
213.0745826,2.1226654,0
0.431770398,0.044988256,0
3144.103814,30.906464,0
757.6568402,2.1285734,0
4386.464533,6.117401,0
2.524189507,0.10846503,0
897.7927372,1.6347667,0
92.92849032,0.6545085,0
16993.18815,18.064974,0
2369.820342,7.6941023,0
90285.00661,18.47471,0
0.336797152,0.08995321,0
0.019336409,0.023042766,0
0.153049437,0.059301432,0
0.048859448,0.055763878,0
0.019153028,0.031384658,0
1567.805013,4.97678,0
46.29233368,1.0404919,0
0.676072779,0.071926676,0
566.4867229,1.42745,0
255.1622674,1.9093039,0
104.828278,2.596403,0
192.5741837,4.813141,0
658.4131249,4.964614,0
2.092726978,0.25582877,0
1.240321023,0.19738139,0
109.0917889,3.6383424,0
19.70867122,0.45459765,0
11731.29771,10.349375,0
3912.709694,9.073667,0
34273.68862,24.485235,0
6.703928928,0.36232263,0
44.40408106,0.85228425,0
72.18923058,1.3291937,0
116.0622416,1.5311356,0
2.186678583,0.1543434,0
100.851057,1.7012599,0
106.8567276,1.8935452,0
49.62431866,0.9644274,0
2073.017165,5.3133335,0
7194.075668,10.107491,0
1011.672354,3.4293718,0
429.6903109,2.0522578,0
9473.469363,10.250254,0
318.7744942,1.6190164,0
8108.228637,13.571453,0
3258.096412,8.110216,0
4537.87403,9.03406,0
5594.465324,5.882083,0
155.5078521,1.9968593,0
312.5548797,2.5796955,0
1683.869016,5.489417,0
4109.544775,7.312047,0
3015.395932,9.367606,0
17.14941256,0.41753414,0
0.716571337,0.050618414,0
8.345515882,0.121158145,0
13.94544486,0.43576777,0
11497.04518,10.13768,0
302681.4575,58.351437,0
277805.0074,59.138428,0
182929.4588,55.044266,0
28773.03901,30.668264,0
164.6756615,1.3032973,0
134.204685,1.3231672,0
8606.000899,7.0233436,0
9.498643368,0.4235159,0
424.1621004,3.2840436,0
1573.526857,5.4920506,0
1345.83921,5.3679013,0
8738.206794,8.141133,0
565.4599472,1.7913179,0
473.3376631,0.8362243,0
174.4124677,0.7245313,0
1.208762542,0.28757235,0
419.8420177,2.326543,0
39422.32453,24.226103,0
3.512714646,0.109476484,0
11.04391933,0.30626762,0
9.650399855,0.33399272,0
0.417354857,0.06493929,0
22.41931785,0.46716878,0
887.1456873,5.994427,0
1990.424874,6.797716,0
1695.756347,9.401581,0
0.319576959,0.40595028,0
4551.523192,5.193123,0
1919.743318,4.1498904,0
308.006339,4.0812364,0
3759.159083,9.210633,0
16.27013926,0.559082,0
1942.555356,2.4928267,0
13.65296654,0.41320214,0
1.558964226,0.43215692,0
273.0547001,3.55607,0
3642.895255,6.7503967,0
857.3088436,3.411991,0
10.21019237,0.77924424,0
122.267056,3.452708,0
1645.014125,3.0806937,0
1976.167744,6.595021,0
221.5754439,2.2454247,0
83.11350817,1.2614228,0
4040.586252,4.5019197,0
3170.319421,5.336706,0
41.29269371,0.89520884,0
0.15502188,0.021568777,0
6334.723578,3.565592,0
1072.365941,4.965224,0
2.7009038,0.23279604,0
174.2135093,1.1333854,0
270.412377,2.0061703,0
64.84951424,1.8119618,0
85.84486113,1.5598847,0
38.2185649,1.333193,0
1.176424278,0.7934685,0
15789.63388,17.412811,0
31.64727898,0.7077855,0
12.22801975,0.31191406,0
34.625695,0.45069304,0
23.50506534,0.5246847,0
0.009287451,0.020219611,0
0.028861591,0.03123395,0
0.000935293,0.006648499,0
5944.881656,7.699848,0
4714.453321,4.5835705,0
7007.838875,7.2743373,0
3453.030418,7.892459,0
228.5277369,2.9410024,0
1315.624053,3.7604203,0
105.4436932,0.79009765,0
3736.92937,4.2895947,0
1179.016614,3.3137102,0
4.552481214,0.7869176,0
5606.341617,4.6645494,0
14.9219203,0.6159296,0
0.386628193,0.09098697,0
0.798092673,0.05769997,0
4249.199081,5.3857293,0
0.670798646,0.10075934,0
6345.035502,13.559908,0
0.661788592,0.07220968,0
10.16089282,0.20670217,0
0.000405362,0.005198979,0
161.0253211,2.2309828,0
6441.290042,18.914623,0
16.15091074,0.2303755,0
1029.02035,3.3205214,0
128.2644513,1.4484338,0
478.0388759,2.1341171,0
384.6851928,2.692325,0
2332.430143,2.8369489,0
0.059429018,0.06502352,0
174.2039973,0.6601104,0
453.0730848,1.3310609,0
30.36202746,1.9725753,0
0.965295994,0.3629282,0
112.0932967,2.857404,0
15.52513556,0.32261315,0
147.395482,1.761326,0
472.3302079,5.0406528,0
255.9231318,1.7908493,0
9.071461094,1.0517368,0
73.44232073,1.821626,0
73.91403447,1.9267582,0
6.288210298,0.79099166,0
146.4843719,1.6365924,0
143.262297,2.7476754,0
7.036285378,1.1907984,0
0.094795108,0.026319072,0
235.6879125,6.6079383,0
3071.803223,2.7823877,0
22.02196198,1.0901707,0
4110.43794,5.053052,0
0.164240092,0.048585407,0
56.49227188,0.42785138,0
0.151277739,0.028674562,0
74.30170276,0.95041513,0
1500.461642,4.035564,0
0.356114727,0.23798476,0
4392.281737,5.5480776,0
0.586565237,0.11449609,0
40502.88426,24.007847,0
0.080726861,0.028324056,0
0.005089797,0.012029228,0
0.001783358,0.00648057,0
596.093193,3.9279985,0
0.036271342,0.039332442,0
0.006659733,0.010719582,0
0.313323501,0.030417765,0
0.266212128,0.03642081,0
5.140678502,0.14638172,0
0.859868335,0.09028577,0
0.222379875,0.23120669,0
30.76380945,1.2419274,0
0.700042553,0.41997254,0
36.37439041,0.41180256,0
73.73387906,1.6925864,0
1.377566378,0.21691608,0
90.50397231,2.06313,0
398.4501113,2.9428828,0
232.2267491,1.4838989,0
414.9984708,2.919463,0
8.922841258,1.7192825,0
55.02514871,0.77913415,0
39.19637095,0.45670432,0
9.918545648,0.758319,0
114.3967789,3.5639808,0
59.81526894,2.5000985,0
9.869496062,0.5781293,0
133.4767532,1.4675735,0
32118.47082,10.528648,0
60.61800046,2.3271313,0
38.24830401,1.2983354,0
37.20012015,1.1473804,0
20.59906758,0.87045306,0
149.9256733,2.9513958,0
1006.380867,5.450748,0
594.788689,6.625463,0
55.94020376,1.504414,0
0.004115459,0.003781183,0
0.008395708,0.005146041,0
4558.625997,2.7211678,0
0.058619286,0.023432197,0
12.41693906,0.51805514,0
6322.558167,3.6153018,0
250.8300068,0.3948336,0
2158.278139,1.1033716,0
0.237613067,0.048500363,0
0.000601198,0.004771799,0
70.76361972,6.902395,0
0.014515182,0.018382957,0
0.024664233,0.03728869,0
0.029158177,0.053105358,0
2102.188261,2.770991,0
840.9109531,2.9687266,0
3446.519295,3.8749955,0
29.94917237,1.0258946,0
81.85426477,0.6316434,0
